benchmark,set_size,recurring_pct,run,pid_threshold,n_recurring_expected,n_after_filter,t_total_ms,t_link_ms,t_decrypt_ms,t_per_input_cft_ms,t_ngo_ms,t_judge_ms,t_police_ms
direct-decrypt,8000,10,10,800,800,8000,192743.513742,0,192743.513742,24.09293921775,63017.656787,63016.191637,66709.665318
direct-decrypt,8000,20,1,800,1600,8000,192734.164447,0,192734.164447,24.091770555874998,63063.224542,63180.879004,66490.060901
direct-decrypt,8000,20,2,800,1600,8000,192706.878831,0,192706.878831,24.088359853875,62911.336947,63042.067601,66753.474283
direct-decrypt,8000,20,3,800,1600,8000,192749.339603,0,192749.339603,24.093667450375,62998.97667,63027.29484,66723.068093
direct-decrypt,8000,20,4,800,1600,8000,193272.683867,0,193272.683867,24.159085483375,63084.095289,63300.780817,66887.807761
direct-decrypt,8000,20,5,800,1600,8000,192496.705118,0,192496.705118,24.062088139750003,62928.983116,62863.441068,66704.280934
direct-decrypt,8000,20,6,800,1600,8000,192736.844919,0,192736.844919,24.092105614875,62936.631109,63303.715149,66496.498661
direct-decrypt,8000,20,7,800,1600,8000,192547.74279,0,192547.74279,24.06846784875,62943.743613,63160.033202,66443.965975
direct-decrypt,8000,20,8,800,1600,8000,192451.492725,0,192451.492725,24.056436590624998,62961.494764,62866.152537,66623.845424
direct-decrypt,8000,20,9,800,1600,8000,192688.943808,0,192688.943808,24.086117976,63154.601118,63068.930003,66465.412687
direct-decrypt,8000,20,10,800,1600,8000,192470.376481,0,192470.376481,24.058797060125002,62928.258181,63064.226515,66477.891785
direct-decrypt,8000,50,1,800,4000,8000,192397.225167,0,192397.225167,24.049653145875,62908.710218,62815.897198,66672.617751
direct-decrypt,8000,50,2,800,4000,8000,192621.181061,0,192621.181061,24.077647632625002,62993.182641,62981.974766,66646.023654
direct-decrypt,8000,50,3,800,4000,8000,192851.073984,0,192851.073984,24.106384247999998,62977.932385,63091.581181,66781.560418
direct-decrypt,8000,50,4,800,4000,8000,192659.806946,0,192659.806946,24.08247586825,63100.838107,63041.108774,66517.860065
direct-decrypt,8000,50,5,800,4000,8000,192829.09757,0,192829.09757,24.103637196250002,63244.874658,63073.854189,66510.368723
direct-decrypt,8000,50,6,800,4000,8000,192411.987431,0,192411.987431,24.051498428875,62976.299872,62880.578359,66555.1092
direct-decrypt,8000,50,7,800,4000,8000,192957.374144,0,192957.374144,24.119671768,63086.862635,63270.222994,66600.288515
direct-decrypt,8000,50,8,800,4000,8000,192562.279114,0,192562.279114,24.07028488925,62853.269052,62920.501896,66788.508166
direct-decrypt,8000,50,9,800,4000,8000,194348.444849,0,194348.444849,24.293555606125,63617.302888,63770.772923,66960.369038
direct-decrypt,8000,50,10,800,4000,8000,192452.400472,0,192452.400472,24.056550059000003,62854.953537,62939.973313,66657.473622
